sequence_name,hamming_distance,overlap_length,hamming_per_overlap,sampling_date_str,sampling_date,days_since_ref,overlap_coverage
GTM/UGA-1050950/2021|2021-05-25,10,3822,0.0026164311878597592,2021-05-25,2021-05-25,516,1
IND/INSACOG-GBRC1482/2021|2021-06-26,8,3816,0.0020964360587002098,2021-06-26,2021-06-26,548,0.9984301412872841
IND/10/2021|2021-12-23,12,3822,0.0031397174254317113,2021-12-23,2021-12-23,728,1
CHN/Qingdao_20436/2020|2020-10-11,4,3822,0.0010465724751439038,2020-10-11,2020-10-11,290,1
MEX/CMX-161/2020|2020-10-02,1,3822,2.6164311878597594e-4,2020-10-02,2020-10-02,281,1
VNM/OUCRU-NHTD482/2021|2021-07-31,8,3816,0.0020964360587002098,2021-07-31,2021-07-31,583,0.9984301412872841
VEN/Dtt17/2021|2021-05-24,12,3822,0.0031397174254317113,2021-05-24,2021-05-24,515,1
IND/IITRnCoV47/2020|2020-10-20,4,3602,0.001110494169905608,2020-10-20,2020-10-20,299,0.9424385138670853
NGA/CV4799/2021|2021-11-09,8,3816,0.0020964360587002098,2021-11-09,2021-11-09,684,0.9984301412872841
IND/GBRC470a/2020|2020-12-18,6,3822,0.0015698587127158557,2020-12-18,2020-12-18,358,1
OQ788229|2021-10-11,11,3801,0.0028939752696658773,2021-10-11,2021-10-11,655,0.9945054945054945
NGA/CV2511/2021|2021-05-27,7,3813,0.0018358248098610018,2021-05-27,2021-05-27,518,0.9976452119309263
ZAF/NHLS-UCT-GP-L406/2021|2021-05-19,10,3626,0.0027578599007170436,2021-05-19,2021-05-19,510,0.9487179487179487
VNM/HCMC_97/2021|2021-07-17,8,3816,0.0020964360587002098,2021-07-17,2021-07-17,569,0.9984301412872841
BRA/PE-NVBS8423GENOV828230890372/2021|2021-10-07,7,3816,0.0018343815513626835,2021-10-07,2021-10-07,651,0.9984301412872841
CHN/S216-2858-388873/2021|2021-10-23,7,3816,0.0018343815513626835,2021-10-23,2021-10-23,667,0.9984301412872841
IDN/10761001014/2020|2020-12-31,3,3627,8.271298593879239e-4,2020-12-31,2020-12-31,371,0.9489795918367347
IDN/10761001090/2021|2021-06-08,7,2999,0.002334111370456819,2021-06-08,2021-06-08,530,0.7846677132391419
PER/AFI00996/2021|2021-06-25,14,3822,0.003663003663003663,2021-06-25,2021-06-25,547,1
ZAF/NHLS-UCT-GS-7131/2020|2020-11-30,7,3813,0.0018358248098610018,2020-11-30,2020-11-30,340,0.9976452119309263
Netherlands/Friesland_6/2020|2020-03-28,1,3822,2.6164311878597594e-4,2020-03-28,2020-03-28,93,1
Wuhan/WIV05/2019|2019-12-30,0,3822,0,2019-12-30,2019-12-30,4,1
CHN/HZ-60/2020|2020-01-22,0,3822,0,2020-01-22,2020-01-22,27,1
CHN/Wuhan_IME-WH01/2019|2019-12-30,0,3822,0,2019-12-30,2019-12-30,4,1
LKA/COV91/2020|2020-03-19,1,3822,2.6164311878597594e-4,2020-03-19,2020-03-19,84,1
AUS/VIC1112/2020|2020-04-07,1,3822,2.6164311878597594e-4,2020-04-07,2020-04-07,103,1
COL/Cali-01/2020|2020-04-02,2,3822,5.232862375719519e-4,2020-04-02,2020-04-02,98,1
BGD/DNAS_CPH_isl_466_BGD/2020|2020-04-28,1,3822,2.6164311878597594e-4,2020-04-28,2020-04-28,124,1
IND/GBRC166a/2020|2020-05-27,2,3822,5.232862375719519e-4,2020-05-27,2020-05-27,153,1
IND/GBRC202/2020|2020-06-05,1,3822,2.6164311878597594e-4,2020-06-05,2020-06-05,162,1
BGD/BCSIR_NILMRC_239/2020|2020-07-06,1,3822,2.6164311878597594e-4,2020-07-06,2020-07-06,193,1
SLE/KGH-G-8790/2020|2020-04-27,1,3822,2.6164311878597594e-4,2020-04-27,2020-04-27,123,1
PHL/COVID-5983/2020|2020-07-18,1,3822,2.6164311878597594e-4,2020-07-18,2020-07-18,205,1
IND/GBRC333/2020|2020-07-27,7,3822,0.0018315018315018315,2020-07-27,2020-07-27,214,1
CHN/P10-SARS-CoV-2/2020|2020-01-29,0,3822,0,2020-01-29,2020-01-29,34,1
AUS/VIC14653/2020|2020-09-16,3,3822,7.849293563579278e-4,2020-09-16,2020-09-16,265,1
MEX/YUC-NYGC-3307-21/2021|2021-01-13,4,3822,0.0010465724751439038,2021-01-13,2021-01-13,384,1
IND/ICMR-NIRTH-S7/2020|2020-03-21,2,3822,5.232862375719519e-4,2020-03-21,2020-03-21,86,1
NOR/Bergen-03/2021|2021-02-11,7,3813,0.0018358248098610018,2021-02-11,2021-02-11,413,0.9976452119309263
BRA/hCoV-19-Brazil-RS-rBB-COV-122/2020|2020-10-17,2,3822,5.232862375719519e-4,2020-10-17,2020-10-17,296,1
OZ286438|2021-08-26,10,3816,0.002620545073375262,2021-08-26,2021-08-26,609,0.9984301412872841
ETH/S13/2021|2021-02-01,3,3822,7.849293563579278e-4,2021-02-01,2021-02-01,403,1
MEX/YUC-5_2475/2021|2021-09-21,11,3816,0.002882599580712788,2021-09-21,2021-09-21,635,0.9984301412872841
RUS/Primorye_8457/2021|2021-11-11,8,3816,0.0020964360587002098,2021-11-11,2021-11-11,686,0.9984301412872841
TZA/KIDH-02B10/2021|2021-04-10,8,3813,0.002098085496984002,2021-04-10,2021-04-10,471,0.9976452119309263
IND/HI-CV-35317/2021|2021-05-06,8,3816,0.0020964360587002098,2021-05-06,2021-05-06,497,0.9984301412872841
PHL/COVID53656/2021|2021-03-22,9,3813,0.0023603461841070024,2021-03-22,2021-03-22,452,0.9976452119309263
CHN/SH-P192-4-Asia-Philippines/2020|2020-08-16,2,3822,5.232862375719519e-4,2020-08-16,2020-08-16,234,1
MWI/MLW00945/2021|2021-07-29,9,3816,0.0023584905660377358,2021-07-29,2021-07-29,581,0.9984301412872841
MEX/SEARCH-2553-TIJ/2020|2020-07-02,1,3822,2.6164311878597594e-4,2020-07-02,2020-07-02,189,1
IDN/10761001011/2020|2020-12-22,4,3822,0.0010465724751439038,2020-12-22,2020-12-22,362,1
IND/AIIMS-Bhopal-Sample10/2021|2021-02-03,7,3822,0.0018315018315018315,2021-02-03,2021-02-03,405,1
LAO/LOMWRU-0442/2021|2021-12-28,10,3816,0.002620545073375262,2021-12-28,2021-12-28,733,0.9984301412872841
IND/GBRC500a/2020|2020-12-09,3,3822,7.849293563579278e-4,2020-12-09,2020-12-09,349,1
IRN/3279/2020|2020-12-05,4,3822,0.0010465724751439038,2020-12-05,2020-12-05,345,1
THA/CONI-0286/2020|2020-11-09,2,3639,5.496015388843089e-4,2020-11-09,2020-11-09,319,0.9521193092621664
OV101535|2021-07-30,8,3816,0.0020964360587002098,2021-07-30,2021-07-30,582,0.9984301412872841
UZB/hCoV-19-Uzb-CGB-25/2020|2020-12-07,4,3656,0.0010940919037199124,2020-12-07,2020-12-07,347,0.956567242281528
RUS/8586/2021|2021-12-06,9,3816,0.0023584905660377358,2021-12-06,2021-12-06,711,0.9984301412872841
Wales/PHWC-32C10/2020|2020-04-15,1,3822,2.6164311878597594e-4,2020-04-15,2020-04-15,111,1
ROU/412085/2021|2021-04-26,7,3677,0.0019037258634756595,2021-04-26,2021-04-26,487,0.9620617477760335
PHL/PH-DDOPH-12-3/2021|2021-05-26,8,3483,0.0022968705139247776,2021-05-26,2021-05-26,517,0.9113029827315542
Lebanon/QIB-883/2021|2021-04-28,7,3546,0.0019740552735476595,2021-04-28,2021-04-28,489,0.9277864992150706
Japan/SZ-NIG-3-C13089/2021|2021-11-11,8,3816,0.0020964360587002098,2021-11-11,2021-11-11,686,0.9984301412872841
MDA/ICGEB_818767_S16/2021|2021-05-11,7,3397,0.0020606417427141595,2021-05-11,2021-05-11,502,0.8888016745159603
OV089965|2020-08-11,2,3692,5.417118093174431e-4,2020-08-11,2020-08-11,229,0.9659863945578231
Homosampiens/CHN/0601_12TY/2020|2020-06-01,0,3822,0,2020-06-01,2020-06-01,158,1
Pakistan/UHS2-Pak-387/2021|2021-07-21,7,3546,0.0019740552735476595,2021-07-21,2021-07-21,573,0.9277864992150706
EGY/CCHE57357_W4_A044/2021|2021-09-03,9,3822,0.002354788069073783,2021-09-03,2021-09-03,617,1
BRA/SP-NVBS11540GENOV828538782379/2021|2021-12-14,8,3816,0.0020964360587002098,2021-12-14,2021-12-14,719,0.9984301412872841
CHN/SH-P183-4-North-America-Canada/2020|2020-09-07,3,3822,7.849293563579278e-4,2020-09-07,2020-09-07,256,1
ZAF/NHLS-UCT-GS-3139/2020|2020-05-07,1,3822,2.6164311878597594e-4,2020-05-07,2020-05-07,133,1
NGA/CV2491/2021|2021-07-27,8,3816,0.0020964360587002098,2021-07-27,2021-07-27,579,0.9984301412872841
IND/GBRC1269/2021|2021-06-26,6,3816,0.0015723270440251573,2021-06-26,2021-06-26,548,0.9984301412872841
CHN/S204-2204-349731/2021|2021-09-02,6,3816,0.0015723270440251573,2021-09-02,2021-09-02,616,0.9984301412872841
PAK/JRCGR_SCV-99_QTA-03/2021|2021-02-01,3,3819,7.855459544383347e-4,2021-02-01,2021-02-01,403,0.9992150706436421
UGA/MUWRP-KIR210318S/2021|2021-07-26,8,3816,0.0020964360587002098,2021-07-26,2021-07-26,578,0.9984301412872841
ITA/AM-1969/2021|2021-10-07,7,2710,0.0025830258302583027,2021-10-07,2021-10-07,651,0.7090528519099948
CHN/S182-1867-328977/2021|2021-08-08,7,3816,0.0018343815513626835,2021-08-08,2021-08-08,591,0.9984301412872841
NGA/CV299/2020|2020-08-07,1,3822,2.6164311878597594e-4,2020-08-07,2020-08-07,225,1
NGA/CV50/2020|2020-04-23,1,3822,2.6164311878597594e-4,2020-04-23,2020-04-23,119,1
NGA/CV4800/2021|2021-11-09,7,3816,0.0018343815513626835,2021-11-09,2021-11-09,684,0.9984301412872841
BGD/B_210528_57.fasta/2021|2021-05-28,3,3807,7.880220646178094e-4,2021-05-28,2021-05-28,519,0.9960753532182104
CHN/SH-P198-4-Asia-Philippines/2020|2020-08-12,2,3822,5.232862375719519e-4,2020-08-12,2020-08-12,230,1
ZAF/NHLS-UCT-GS-0272/2020|2020-07-07,2,3822,5.232862375719519e-4,2020-07-07,2020-07-07,194,1
NGA/BCVL-23361/2021|2021-02-08,7,3811,0.0018367882445552348,2021-02-08,2021-02-08,410,0.9971219256933542
UZB/hCoV-19-Uzb-CGB-48/2021|2021-07-23,6,3816,0.0015723270440251573,2021-07-23,2021-07-23,575,0.9984301412872841
IDN/10752101032/2021|2021-09-16,7,3293,0.0021257212268448226,2021-09-16,2021-09-16,630,0.8615907901622187
MLI/MAL0143/2021|2021-07-30,8,3700,0.002162162162162162,2021-07-30,2021-07-30,582,0.968079539508111
CHN/S180-1862-329322/2021|2021-08-07,7,3816,0.0018343815513626835,2021-08-07,2021-08-07,590,0.9984301412872841
FIN/FIN40-H10-THL-202109869/2021|2021-03-19,9,3822,0.002354788069073783,2021-03-19,2021-03-19,449,1
CZE/JCUCB118-181/2020|2020-11-23,6,3816,0.0015723270440251573,2020-11-23,2020-11-23,333,0.9984301412872841
BGD/NGRI-R3-O15/2020|2020-08-12,2,3822,5.232862375719519e-4,2020-08-12,2020-08-12,230,1
IND/565MN908947.3/2021|2021-09-25,9,3822,0.002354788069073783,2021-09-25,2021-09-25,639,1
OZ061623|2021-04-26,12,3822,0.0031397174254317113,2021-04-26,2021-04-26,487,1
CHN/SH-P190-4-Asia-Philippines/2020|2020-08-02,1,3822,2.6164311878597594e-4,2020-08-02,2020-08-02,220,1
OZ066368|2021-10-28,9,3792,0.0023734177215189874,2021-10-28,2021-10-28,672,0.9921507064364207
AUT/SKV-175/2021|2021-05-11,7,3813,0.0018358248098610018,2021-05-11,2021-05-11,502,0.9976452119309263
IND/369MN908947.3/2021|2021-09-10,10,3822,0.0026164311878597592,2021-09-10,2021-09-10,624,1
GHA/AA-NYGC-M1004-UQQG271/2021|2021-05-18,8,3704,0.0021598272138228943,2021-05-18,2021-05-18,509,0.9691261119832548
IND/GBRC1278/2021|2021-07-12,8,3816,0.0020964360587002098,2021-07-12,2021-07-12,564,0.9984301412872841
CHN/SH-P74-A-3-Europe-Italy/2020|2020-03-13,3,3822,7.849293563579278e-4,2020-03-13,2020-03-13,78,1
BGD/Laila_178/2021|2021-07-11,7,3812,0.0018363064008394543,2021-07-11,2021-07-11,563,0.9973835688121402
PAK/UoB-I/2021|2021-11-29,7,3813,0.0018358248098610018,2021-11-29,2021-11-29,704,0.9976452119309263
CHN/WHUHnCoV004/2020|2020-01-22,0,3822,0,2020-01-22,2020-01-22,27,1
VNM/nCoV-19-01S/2020|2020-01-22,0,3822,0,2020-01-22,2020-01-22,27,1
TUR/ERAGEM-001/2020|2020-03-17,1,3822,2.6164311878597594e-4,2020-03-17,2020-03-17,82,1
TUR/Kafkas-SARSCoV2-005/2020|2020-07-15,2,3657,5.468963631391851e-4,2020-07-15,2020-07-15,202,0.956828885400314
IND/GBRC357a/2020|2020-06-25,2,3822,5.232862375719519e-4,2020-06-25,2020-06-25,182,1
IND/GBRC-388/2020|2020-07-11,2,3822,5.232862375719519e-4,2020-07-11,2020-07-11,198,1
ITA/Milan-ICCS-1-2/2020|2020-04-20,1,3822,2.6164311878597594e-4,2020-04-20,2020-04-20,116,1
ITA/Milan_ICCS_3/2020|2020-05-01,1,3822,2.6164311878597594e-4,2020-05-01,2020-05-01,127,1
Homosampiens/CHN/YB20200420_067/2020|2020-04-20,0,3822,0,2020-04-20,2020-04-20,116,1
CHN/S203-2080-343435/2021|2021-08-24,9,3816,0.0023584905660377358,2021-08-24,2021-08-24,607,0.9984301412872841
NGA/CV387/2020|2020-05-29,2,3768,5.307855626326964e-4,2020-05-29,2020-05-29,155,0.9858712715855573
IND/GBRC520b/2020|2020-11-24,3,3822,7.849293563579278e-4,2020-11-24,2020-11-24,334,1
UGA/MAKCHScov5/2020|2020-09-30,4,3820,0.0010471204188481676,2020-09-30,2020-09-30,279,0.9994767137624281
UGA/MAKCHScov9/2021|2021-01-13,4,3819,0.0010473946059177796,2021-01-13,2021-01-13,384,0.9992150706436421
Lesotho/UHB-MI-SEB-00851/2021|2021-08-18,6,3560,0.0016853932584269663,2021-08-18,2021-08-18,601,0.9314495028780743
BRA/4799/2020|2020-06-17,5,3794,0.0013178703215603585,2020-06-17,2020-06-17,174,0.9926739926739927
KEN/C53152/2020|2020-09-03,1,3822,2.6164311878597594e-4,2020-09-03,2020-09-03,252,1
MEX/YUC-NYGC-57466/2020|2020-10-15,3,3822,7.849293563579278e-4,2020-10-15,2020-10-15,294,1
IND/CWS_0040_51837726/2021|2021-05-30,7,3799,0.0018425901553040273,2021-05-30,2021-05-30,521,0.9939822082679226
WestBank/AAS68/2021|2021-04-09,14,3822,0.003663003663003663,2021-04-09,2021-04-09,470,1
IND/GBRC461/2021|2021-02-14,7,3822,0.0018315018315018315,2021-02-14,2021-02-14,416,1
IND/7/2021|2021-12-23,10,3822,0.0026164311878597592,2021-12-23,2021-12-23,728,1
CHN/SH-P18-A-2-Other-city-of-Hubei-Ezhou/2020|2020-02-10,1,3822,2.6164311878597594e-4,2020-02-10,2020-02-10,46,1
ETH/S9/2021|2021-01-23,7,3817,0.0018339009693476552,2021-01-23,2021-01-23,394,0.9986917844060701
NGA/CV303/2020|2020-08-17,3,3528,8.503401360544217e-4,2020-08-17,2020-08-17,235,0.9230769230769231
NGA/CV708/2021|2021-01-11,9,3813,0.0023603461841070024,2021-01-11,2021-01-11,382,0.9976452119309263
IDN/10761001022/2021|2021-01-12,3,3822,7.849293563579278e-4,2021-01-12,2021-01-12,383,1
USA/MT-UMGC-01644/2020|2020-09-30,2,3822,5.232862375719519e-4,2020-09-30,2020-09-30,279,1
NGA/CV350/2020|2020-05-23,2,3822,5.232862375719519e-4,2020-05-23,2020-05-23,149,1
IND/INSACOG-GBRC1489/2021|2021-07-23,9,3816,0.0023584905660377358,2021-07-23,2021-07-23,575,0.9984301412872841
COL/SEC-1679O/2021|2021-08-07,9,3324,0.002707581227436823,2021-08-07,2021-08-07,590,0.869701726844584
IND/hospital_2_154/2021|2021-04-13,7,3458,0.0020242914979757085,2021-04-13,2021-04-13,474,0.9047619047619048
NGA/CV1134/2021|2021-04-11,7,3813,0.0018358248098610018,2021-04-11,2021-04-11,472,0.9976452119309263
VNM/HCMC_637/2021|2021-11-21,8,3816,0.0020964360587002098,2021-11-21,2021-11-21,696,0.9984301412872841
BRA/RJ-NVBS9577GENOV821447370972/2021|2021-11-09,4,3705,0.0010796221322537112,2021-11-09,2021-11-09,684,0.9693877551020408
ROU/38/2021|2021-06-12,7,3813,0.0018358248098610018,2021-06-12,2021-06-12,534,0.9976452119309263
CHN/SH-P132-3-North-America-Canada/2020|2020-04-02,2,3822,5.232862375719519e-4,2020-04-02,2020-04-02,98,1
PAK/JRCGR_SCV-98_QTA-02/2021|2021-02-01,4,3822,0.0010465724751439038,2021-02-01,2021-02-01,403,1
BRA/3877/2020|2020-06-08,2,3702,5.402485143165856e-4,2020-06-08,2020-06-08,165,0.9686028257456829
MRT/388708/2021|2021-11-03,11,3746,0.0029364655632674853,2021-11-03,2021-11-03,678,0.9801151229722659
NGA/CV302/2020|2020-09-03,3,3822,7.849293563579278e-4,2020-09-03,2020-09-03,252,1
EGY/CCHE57357_W4_A066/2021|2021-08-30,7,3822,0.0018315018315018315,2021-08-30,2021-08-30,613,1
CHN/WHUHnCoV007/2020|2020-01-22,0,3822,0,2020-01-22,2020-01-22,27,1
AUS/VIC14/2020|2020-02-02,0,3584,0,2020-02-02,2020-02-02,38,0.9377289377289377
CZE/IAB_12/2020|2020-03-31,1,3822,2.6164311878597594e-4,2020-03-31,2020-03-31,96,1
IND/GBRC178a/2020|2020-06-03,1,3822,2.6164311878597594e-4,2020-06-03,2020-06-03,160,1
TUR/Kafkas-SARSCoV2-0018/2020|2020-07-15,1,3822,2.6164311878597594e-4,2020-07-15,2020-07-15,202,1
PHL/GS/2020|2020-04-03,1,3822,2.6164311878597594e-4,2020-04-03,2020-04-03,99,1
IND/GBRC361a/2020|2020-06-05,2,3822,5.232862375719519e-4,2020-06-05,2020-06-05,162,1
IND/GBRC-394a/2020|2020-07-06,2,3822,5.232862375719519e-4,2020-07-06,2020-07-06,193,1
PER/covper002/2020|2020-07-02,1,3822,2.6164311878597594e-4,2020-07-02,2020-07-02,189,1
ROU/BUCHAREST-IMT-1/2020|2020-07-20,2,3822,5.232862375719519e-4,2020-07-20,2020-07-20,207,1
THA/CONI-1159/2021|2021-08-06,8,3816,0.0020964360587002098,2021-08-06,2021-08-06,589,0.9984301412872841
TZA/KIDH-01B03/2021|2021-01-23,8,3595,0.0022253129346314327,2021-01-23,2021-01-23,394,0.9406070120355835
MNG/10011767/2021|2021-04-24,9,3813,0.0023603461841070024,2021-04-24,2021-04-24,485,0.9976452119309263
IND/BCGCOVID19038/2020|2020-07-24,1,3822,2.6164311878597594e-4,2020-07-24,2020-07-24,211,1
IDN/10752101016/2021|2021-04-15,2,3544,5.64334085778781e-4,2021-04-15,2021-04-15,476,0.9272632129774987
MEX/NLE-4_3479/2021|2021-10-04,7,3813,0.0018358248098610018,2021-10-04,2021-10-04,648,0.9976452119309263
RUS/RUSPrimorye_3293/2020|2020-09-29,2,3822,5.232862375719519e-4,2020-09-29,2020-09-29,278,1
IDN/10761001005/2020|2020-12-16,2,3821,5.234231876472127e-4,2020-12-16,2020-12-16,356,0.999738356881214
CHN/SH-P94-B-3-Europe-UK/2020|2020-04-10,1,3822,2.6164311878597594e-4,2020-04-10,2020-04-10,106,1
CHN/SH-P69-L-3-Shanghai/2020|2020-03-12,0,3822,0,2020-03-12,2020-03-12,77,1
NLD/120421-15__2019-nCoV/2021|2021-04-01,8,3813,0.002098085496984002,2021-04-01,2021-04-01,462,0.9976452119309263
KOR/KD-Cov-D3/2021|2021-11-30,8,3816,0.0020964360587002098,2021-11-30,2021-11-30,705,0.9984301412872841
IND/GBRC588/2021|2021-02-02,8,3813,0.002098085496984002,2021-02-02,2021-02-02,404,0.9976452119309263
IND/GBRC704a/2021|2021-04-02,10,3822,0.0026164311878597592,2021-04-02,2021-04-02,463,1
MMR/Yangon-dsmrc-033/2021|2021-08-25,8,3592,0.0022271714922048997,2021-08-25,2021-08-25,608,0.9398220826792255
PAK/JRCGR_SCV-91_MARDAN-02/2021|2021-03-05,7,3813,0.0018358248098610018,2021-03-05,2021-03-05,435,0.9976452119309263
NZL/20VR2723/2020|2020-04-13,1,3822,2.6164311878597594e-4,2020-04-13,2020-04-13,109,1
IND/THSTI-BAL-360/2020|2020-04-13,3,3820,7.853403141361257e-4,2020-04-13,2020-04-13,109,0.9994767137624281
BGD/BSMMU-5/2020|2020-11-10,2,3822,5.232862375719519e-4,2020-11-10,2020-11-10,320,1
VEN/Bol4717/2021|2021-01-21,13,3822,0.003401360544217687,2021-01-21,2021-01-21,392,1
SOM/NAMRU3_Mog_46/2021|2021-02-28,8,3813,0.002098085496984002,2021-02-28,2021-02-28,430,0.9976452119309263
HUN/CMC1/2020|2020-05-11,4,3822,0.0010465724751439038,2020-05-11,2020-05-11,137,1
CAN/Kappa_NML_P4/2021|2021-07-30,10,3822,0.0026164311878597592,2021-07-30,2021-07-30,582,1
IRQ/Samawa-15/2020|2020-12-29,7,3813,0.0018358248098610018,2020-12-29,2020-12-29,369,0.9976452119309263
BGD/NGRI-R4-OR20/2020|2020-10-29,1,3822,2.6164311878597594e-4,2020-10-29,2020-10-29,308,1
BRA/025/2020|2020-09-03,2,3822,5.232862375719519e-4,2020-09-03,2020-09-03,252,1
MWI/MLW001188/2021|2021-06-21,8,3741,0.0021384656508954825,2021-06-21,2021-06-21,543,0.978806907378336
MWI/MLW001010/2021|2021-08-02,8,3816,0.0020964360587002098,2021-08-02,2021-08-02,585,0.9984301412872841
MYS/IIUM_54_ARTIC_medaka_1-29896/2021|2021-07-01,6,3248,0.0018472906403940886,2021-07-01,2021-07-01,553,0.8498168498168498
KOR/KD-Cov-N4/2020|2020-08-08,1,3822,2.6164311878597594e-4,2020-08-08,2020-08-08,226,1
USA/NM-CDC-ASC210716126/2021|2021-11-28,7,3816,0.0018343815513626835,2021-11-28,2021-11-28,703,0.9984301412872841
BRA/ViroUNIFESP-V609-A/2021|2021-06-01,12,3630,0.003305785123966942,2021-06-01,2021-06-01,523,0.9497645211930926
IND/THSTI_UK_18022021_CSIR-IGIB/2021|2021-02-18,8,3814,0.002097535395909806,2021-02-18,2021-02-18,420,0.9979068550497122
MEX/AGU-308408/2020|2020-11-14,1,3658,2.733734281027884e-4,2020-11-14,2020-11-14,324,0.9570905285190999
VNM/OUCRU-NHTD388/2021|2021-04-24,8,3816,0.0020964360587002098,2021-04-24,2021-04-24,485,0.9984301412872841
IND/RGCB-LMMD-10/2021|2021-02-11,9,3609,0.0024937655860349127,2021-02-11,2021-02-11,413,0.9442700156985872
VNM/HCMC_Alpha_11/2021|2021-05-21,9,3813,0.0023603461841070024,2021-05-21,2021-05-21,512,0.9976452119309263
UGA/MUWRP-KIR210135S/2021|2021-06-01,7,3816,0.0018343815513626835,2021-06-01,2021-06-01,523,0.9984301412872841
IND/567MN908947.3/2021|2021-09-25,7,3822,0.0018315018315018315,2021-09-25,2021-09-25,639,1
PAK/JRCGR-KHI17/2020|2020-07-02,3,3822,7.849293563579278e-4,2020-07-02,2020-07-02,189,1
SRB/SA00002-05-08/2020|2020-08-04,2,3822,5.232862375719519e-4,2020-08-04,2020-08-04,222,1
IND/412MN908947.3/2021|2021-09-10,7,3822,0.0018315018315018315,2021-09-10,2021-09-10,624,1
CHN/SH-P141-B-3-Europe-UK/2020|2020-04-03,1,3822,2.6164311878597594e-4,2020-04-03,2020-04-03,99,1
IND/INSACOG-GBRC1487/2021|2021-07-24,8,3816,0.0020964360587002098,2021-07-24,2021-07-24,576,0.9984301412872841
JPN/HiroHC181c/2020|2020-07-30,2,3822,5.232862375719519e-4,2020-07-30,2020-07-30,217,1
MWI/MLW00942/2021|2021-07-19,9,3816,0.0023584905660377358,2021-07-19,2021-07-19,571,0.9984301412872841
IND/GBRC1291/2021|2021-07-14,8,3816,0.0020964360587002098,2021-07-14,2021-07-14,566,0.9984301412872841
RUS/RU-Sar-2789/2021|2021-08-27,6,3816,0.0015723270440251573,2021-08-27,2021-08-27,610,0.9984301412872841
USA/GA-CDC-STM-000046859/2021|2021-03-30,9,3813,0.0023603461841070024,2021-03-30,2021-03-30,460,0.9976452119309263
IND/GBRC834/2021|2021-05-04,7,3816,0.0018343815513626835,2021-05-04,2021-05-04,495,0.9984301412872841
CHN/SH-P191-4-Asia-Philippines/2020|2020-08-08,2,3822,5.232862375719519e-4,2020-08-08,2020-08-08,226,1
IND/barcode_14_MN908947.3/2021|2021-09-10,8,3822,0.0020931449502878076,2021-09-10,2021-09-10,624,1
USA/IL-CDC-02983522-001/2020|2020-01-21,0,3821,0,2020-01-21,2020-01-21,26,0.999738356881214
IRN/HGRC-1.1-IPI-8206/2020|2020-03-09,0,3822,0,2020-03-09,2020-03-09,74,1
CHN/HN07/2020|2020-04-02,1,3822,2.6164311878597594e-4,2020-04-02,2020-04-02,98,1
KAZ/NCB-3/2020|2020-03-20,1,3822,2.6164311878597594e-4,2020-03-20,2020-03-20,85,1
GRC/53_38017/2020|2020-04-04,0,3822,0,2020-04-04,2020-04-04,100,1
MAR/RMPS04/2020|2020-03-30,2,3822,5.232862375719519e-4,2020-03-30,2020-03-30,95,1
IND/GBRC-396/2020|2020-07-06,2,3822,5.232862375719519e-4,2020-07-06,2020-07-06,193,1
IND/nimh-14834/2020|2020-05-08,3,3822,7.849293563579278e-4,2020-05-08,2020-05-08,134,1
IND/nimh-11194/2020|2020-05-04,1,3331,3.002101471029721e-4,2020-05-04,2020-05-04,130,0.8715332286760858
OL549280|2019-12-31,0,3822,0,2019-12-31,2019-12-31,5,1
NGA/CV2735/2021|2021-07-29,8,3815,0.0020969855832241153,2021-07-29,2021-07-29,581,0.9981684981684982
IND/ICMR-NIRTH-S4/2020|2020-03-20,2,3676,5.44069640914037e-4,2020-03-20,2020-03-20,85,0.9618001046572475
BRA/45016/2020|2020-11-11,4,3354,0.0011926058437686344,2020-11-11,2020-11-11,321,0.8775510204081632
BGD/BD_IVPP_035/2021|2021-12-26,8,3269,0.002447231569287244,2021-12-26,2021-12-26,731,0.8553113553113553
Peru/UW20112421216/2020|2020-11-24,2,3822,5.232862375719519e-4,2020-11-24,2020-11-24,334,1
OV091531|2020-07-29,2,3822,5.232862375719519e-4,2020-07-29,2020-07-29,216,1
FRA/IHUCOVID-005393-N1/2021|2021-04-26,10,3813,0.0026226068712300026,2021-04-26,2021-04-26,487,0.9976452119309263
MMR/Taungoo-dsmrc-035/2021|2021-07-05,7,3816,0.0018343815513626835,2021-07-05,2021-07-05,557,0.9984301412872841
BGD/BSMMU-8/2020|2020-11-10,1,3822,2.6164311878597594e-4,2020-11-10,2020-11-10,320,1
TGO/nmimr-TG-SARS-CoV-2-TGS-040-21/2021|2021-01-12,7,3813,0.0018358248098610018,2021-01-12,2021-01-12,383,0.9976452119309263
UGA/MAKCHScov19/2020|2020-10-22,1,3822,2.6164311878597594e-4,2020-10-22,2020-10-22,301,1
IND/GBRC543b/2021|2021-01-01,3,3822,7.849293563579278e-4,2021-01-01,2021-01-01,372,1
IRN/3533/2020|2020-10-10,6,3822,0.0015698587127158557,2020-10-10,2020-10-10,289,1
ETH/S11/2021|2021-01-28,8,3822,0.0020931449502878076,2021-01-28,2021-01-28,399,1
GTM/UGA-1057134/2021|2021-07-06,5,3813,0.0013113034356150013,2021-07-06,2021-07-06,558,0.9976452119309263
OV101569|2021-08-11,9,3816,0.0023584905660377358,2021-08-11,2021-08-11,594,0.9984301412872841
